學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),西班牙王國,哈恩大學,UNIVERSIDAD DE JAEN,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),法國,ISC巴黎高等商業學校,ISC PARIS - SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),法國,亞眠管理學院,AMIENS SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),美國,北愛荷華大學,UNIVERSITY OF NORTHERN IOWA,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),美國,史丹福大學,Stanford University,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),美國,普渡大學,Purdue University,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),捷克共和國,奧斯特拉瓦科技大學,V?B - TECHNICAL UNIVERSITY OF OSTRAVA,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),荷蘭王國,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),新加坡共和國,南洋理工大學,NANYANG TECHNOLOGICAL UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),德意志聯邦共和國,波昂大學,"UNIVERSITY OF BONN, THE",1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),德意志聯邦共和國,柏林自由大學,FREIE UNIVERSITAT BERLIN,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),大陸地區,清華大學,Tsinghua University,1,1,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),大韓民國(南韓),慶熙大學,KYUNG HEE UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),日本,立命館亞太大學,RITSUMEIKAN ASIA PACIFIC UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),日本,東京外國語大學,TOKYO UNIVERSITY OF FOREIGN STUDIES,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),法國,里爾天主教大學,LILLE CATHOLIC UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),美國,史丹福大學,Stanford University,2,2,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),荷蘭王國,馬茲垂克大學,MAASTRICHT UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),荷蘭王國,提堡大學,TILBURG UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),德意志聯邦共和國,科隆大學管理經濟社會科學院,University of Cologne,1,1,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),德意志聯邦共和國,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),大陸地區,中山大學,Sun Yat-Sen University,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),大陸地區,清華大學,Tsinghua University,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),匈牙利共和國,科維努思大學,THE CORVINUS UNIVERSITY OF BUDAPEST,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),西班牙王國,那瓦納大學,Universidad de Navarra,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),西班牙王國,業薩得商學院,ESADE Business School,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),波蘭共和國,華沙經濟大學,WARSAW SCHOOL OF ECONOMICS,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),芬蘭共和國,阿爾托大學,AALTO UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),美國,杜蘭大學,TULANE UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),香港,香港中文大學,CHINESE UNIVERSITY OF HONG KONG,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),德意志聯邦共和國,科隆大學管理經濟社會科學院,University of Cologne,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),德意志聯邦共和國,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),日本,一橋大學,HITOTSUBASHI UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),巴西聯邦共和國,聖保羅企業管理學院,FGV-EAESP,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),印度共和國,印度商學院,Indian School of Business,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),法國,里昂高等商學院,EM LYON BUSINESS SCHOOL,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),法國,斯凱瑪高等商業管理學院,SKEMA Business School,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),美國,布蘭戴斯大學,BRANDEIS UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),美國,西華盛頓大學,WESTERN WASHINGTON UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),荷蘭王國,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),德意志聯邦共和國,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),德意志聯邦共和國,萊比錫管理學院,LEIPZIG GRADUATE SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),德意志聯邦共和國,奧圖商管學院,WHU - Otto Beisheim School of Management,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),大陸地區,華東師範大學,East China Normal University,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),日本,早稻田大學,WASEDA UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),法國,斯凱瑪高等商業管理學院,SKEMA Business School,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),美國,史丹福大學,Stanford University,2,0,2
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),美國,佛羅里達大學,UNIVERSITY OF FLORIDA,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),捷克共和國,布拉格經濟大學,University of Economics Prague,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),義大利共和國,博科尼大學,BOCCONI UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),德意志聯邦共和國,德國商學院（EBS）,European Business School International University Schloss Reichartshausen,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),墨西哥合眾國,墨西哥科技管理學院,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),澳大利亞,葛瑞菲斯大學,Griffith University,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),大陸地區,清華大學,Tsinghua University,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),大韓民國(南韓),成均館大學,SUNGKYUNKWAN UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),大韓民國(南韓),韓國高等科技學院,KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),丹麥王國,南丹麥大學,UNIVERSITY OF SOUTHERN DENMARK,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),日本,日本國際大學,INTERNATIONAL UNIVERSITY OF JAPAN,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),比利時王國,法語魯汶大學,Louvain School of Management,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),法國,ESCP巴黎高等商業學院,ESCP EUROPE,2,0,2
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),法國,巴黎政治大學,SCIENCES PO PARIS,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),法國,里爾天主教大學,LILLE CATHOLIC UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),法國,南特高等商業學院,Audencia Nantes School of Management,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),香港,香港城市大學,CITY UNIVERSITY OF HONG KONG,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),荷蘭王國,阿姆斯特丹大學,UNIVERSITY OF AMSTERDAM,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),荷蘭王國,鹿特丹管理學院,"Rotterdam School of Management, Erasmus University",2,0,2
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),荷蘭王國,提堡大學,TILBURG UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),德意志聯邦共和國,科隆大學管理經濟社會科學院,University of Cologne,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),大陸地區,上海交通大學,Shanghai Jiao Tong University,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),大陸地區,復旦大學,Fudan University,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),芬蘭共和國,阿爾托大學,AALTO UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),英國,蘭卡斯特大學,Lancaster University,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),葡萄牙共和國,天主教大學,Universidade Catolica Portuguesa,1,0,1
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),大陸地區,復旦大學,Fudan University,2,2,0
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),日本,同志社大學,DOSHISHA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),比利時王國,法語魯汶大學,Louvain School of Management,1,1,0
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),加拿大,西蒙菲沙大學,SIMON FRASER UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),奧地利共和國,茵斯布魯克大學,UNIVERSITY OF INNSBRUCK,1,0,1
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),新加坡共和國,新加坡國立大學,NATIONAL UNIVERSITY OF SINGAPORE,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),匈牙利共和國,科維努思大學,THE CORVINUS UNIVERSITY OF BUDAPEST,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),法國,巴黎政治大學,SCIENCES PO PARIS,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),芬蘭共和國,阿爾托大學,AALTO UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),荷蘭王國,馬茲垂克大學,MAASTRICHT UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),大陸地區,清華大學,Tsinghua University,1,1,0
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,學士班(日間),法國,格勒諾貝爾管理學院,Grenoble Ecole de Management,1,0,1
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,碩士班(日間),法國,漢斯高等商業管理學院,REIMS MANAGEMENT SCHOOL,1,0,1
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,碩士班(日間),捷克共和國,布拉格經濟大學,University of Economics Prague,1,0,1
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,碩士班(日間),德意志聯邦共和國,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),大陸地區,上海交通大學,Shanghai Jiao Tong University,1,1,0
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),大陸地區,武漢大學,Wuhan University,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),大陸地區,南開大學,Nankai University,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),泰王國(泰國),朱拉隆功大學,CHULALONGKORN UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,碩士班(日間),大陸地區,中國人民大學,Renmin University of China,3,1,2
101,1,公立,一般大學,國立政治大學,財政學系,碩士班(日間),美國,史丹福大學,Stanford University,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,碩士班(日間),德意志聯邦共和國,慕尼黑大學,LUDWIG-MAXIMILIANS-UNIVERSITAT MUNCHEN,1,0,1
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),大陸地區,清華大學,Tsinghua University,1,1,0
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),大韓民國(南韓),韓國高等科技學院,KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY,1,0,1
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),丹麥王國,哥本哈根管理學院,COPENHAGEN BUSINESS SCHOOL,1,1,0
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),日本,名古屋商科大學,NAGOYA UNIVERSITY OF COMMERCE AND BUSINESS,1,1,0
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),日本,早稻田大學,WASEDA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),芬蘭共和國,阿爾托大學,AALTO UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,商管專業學院碩士學位學程,碩士班(日間),土耳其共和國,畢爾坎特大學,BILKENT UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,商管專業學院碩士學位學程,碩士班(日間),義大利共和國,博科尼大學,BOCCONI UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),大陸地區,浙江大學,Zhejiang University,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),大陸地區,清華大學,Tsinghua University,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),日本,神戶大學,KOBE UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),法國,昂傑高等商學院,ECOLE SUPERIEURE DES SCIENCES COMMERCIALE D' ANGERS,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),美國,史丹福大學,Stanford University,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),美國,康乃狄克大學,UNIVERSITY OF CONNECTICUT,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),新加坡共和國,新加坡管理大學,Singapore Management University,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),日本,大阪大學,Osaka University,2,2,0
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),日本,名古屋大學,NAGOYA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),日本,金澤大學,KANAZAWA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),日本,神戶大學,KOBE UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),日本,北海道大學,HOKKAIDO UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,法律科際整合研究所,碩士班(日間),大陸地區,清華大學,Tsinghua University,1,0,1
101,1,公立,一般大學,國立政治大學,統計學系,學士班(日間),大陸地區,清華大學,Tsinghua University,1,1,0
101,1,公立,一般大學,國立政治大學,統計學系,學士班(日間),瑞士聯邦,聖加倫大學,UNIVERSITY OF ST. GALLEN,1,1,0
101,1,公立,一般大學,國立政治大學,統計學系,學士班(日間),德意志聯邦共和國,哥廷根大學,UNIVERSITY OF GOTTINGEN,1,1,0
