學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
101,1,公立,一般大學,國立政治大學,廣播電視學系,碩士班(日間),HKG,香港中文大學,CHINESE UNIVERSITY OF HONG KONG,2,0,2
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),ESP,哈恩大學,UNIVERSIDAD DE JAEN,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),FRA,ISC巴黎高等商業學校,ISC PARIS - SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),FRA,亞眠管理學院,AMIENS SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),USA,北愛荷華大學,UNIVERSITY OF NORTHERN IOWA,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),USA,史丹福大學,STANFORD UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),USA,普渡大學,PURDUE UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),CZE,奧斯特拉瓦科技大學,V?B - TECHNICAL UNIVERSITY OF OSTRAVA,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),NLD,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),SGP,南洋理工大學,NANYANG TECHNOLOGICAL UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),DEU,波昂大學,"UNIVERSITY OF BONN, THE",1,0,1
101,1,公立,一般大學,國立政治大學,廣告學系,學士班(日間),DEU,柏林自由大學,FREIE UNIVERSITAT BERLIN,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),KOR,慶熙大學,KYUNG HEE UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),JPN,立命館亞太大學,RITSUMEIKAN ASIA PACIFIC UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),JPN,東京外國語大學,TOKYO UNIVERSITY OF FOREIGN STUDIES,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),FRA,里爾天主教大學,LILLE CATHOLIC UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),USA,史丹福大學,STANFORD UNIVERSITY,2,2,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),NLD,馬茲垂克大學,MAASTRICHT UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),NLD,提堡大學,TILBURG UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),DEU,科隆大學管理經濟社會科學院,UNIVERSITY OF COLOGNE,1,1,0
101,1,公立,一般大學,國立政治大學,會計學系,學士班(日間),DEU,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),CHN,中山大學,SUN YAT-SEN UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),HUN,科維努思大學,THE CORVINUS UNIVERSITY OF BUDAPEST,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),ESP,那瓦納大學,UNIVERSIDAD DE NAVARRA,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),ESP,業薩得商學院,ESADE BUSINESS SCHOOL,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),POL,華沙經濟大學,WARSAW SCHOOL OF ECONOMICS,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),FIN,阿爾托大學,AALTO UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),USA,杜蘭大學,TULANE UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),HKG,香港中文大學,CHINESE UNIVERSITY OF HONG KONG,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),DEU,科隆大學管理經濟社會科學院,UNIVERSITY OF COLOGNE,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),DEU,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,學士班(日間),JPN,一橋大學,HITOTSUBASHI UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),BRA,聖保羅企業管理學院,FGV-EAESP,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),IND,印度商學院,INDIAN SCHOOL OF BUSINESS,1,1,0
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),FRA,里昂高等商學院,EM LYON BUSINESS SCHOOL,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),FRA,斯凱瑪高等商業管理學院,SKEMA BUSINESS SCHOOL,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),USA,布蘭戴斯大學,BRANDEIS UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),USA,西華盛頓大學,WESTERN WASHINGTON UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),NLD,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),DEU,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),DEU,萊比錫管理學院,LEIPZIG GRADUATE SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,企業管理學系,碩士班(日間),DEU,奧圖商管學院,WHU - OTTO BEISHEIM SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),CHN,華東師範大學,EAST CHINA NORMAL UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),JPN,早稻田大學,WASEDA UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),FRA,斯凱瑪高等商業管理學院,SKEMA BUSINESS SCHOOL,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),USA,史丹福大學,STANFORD UNIVERSITY,2,0,2
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),USA,佛羅里達大學,UNIVERSITY OF FLORIDA,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),CZE,布拉格經濟大學,UNIVERSITY OF ECONOMICS PRAGUE,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),ITA,博科尼大學,BOCCONI UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),DEU,德國商學院（EBS）,EUROPEAN BUSINESS SCHOOL INTERNATIONAL UNIVERSITY SCHLOSS REICHARTSHAUSEN,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),MEX,墨西哥科技管理學院,INSTITUTO TECNOLOGICO AUTONOMO DE MEXICO,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,學士班(日間),AUS,葛瑞菲斯大學,GRIFFITH UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),KOR,成均館大學,SUNGKYUNKWAN UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),KOR,韓國高等科技學院,KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),DNK,南丹麥大學,UNIVERSITY OF SOUTHERN DENMARK,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),JPN,日本國際大學,INTERNATIONAL UNIVERSITY OF JAPAN,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),BEL,法語魯汶大學,LOUVAIN SCHOOL OF MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),FRA,ESCP巴黎高等商業學院,ESCP EUROPE,2,0,2
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),FRA,巴黎政治大學,SCIENCES PO PARIS,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),FRA,里爾天主教大學,LILLE CATHOLIC UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),FRA,南特高等商業學院,AUDENCIA NANTES SCHOOL OF MANAGEMENT,1,1,0
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),HKG,香港城市大學,CITY UNIVERSITY OF HONG KONG,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),NLD,阿姆斯特丹大學,UNIVERSITY OF AMSTERDAM,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),NLD,鹿特丹管理學院,"ROTTERDAM SCHOOL OF MANAGEMENT, ERASMUS UNIVERSITY",2,0,2
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),NLD,提堡大學,TILBURG UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,國際經營與貿易學系,碩士班(日間),DEU,科隆大學管理經濟社會科學院,UNIVERSITY OF COLOGNE,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),CHN,上海交通大學,SHANGHAI JIAO TONG UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),CHN,南京大學,NANJING UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),FIN,阿爾托大學,AALTO UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),GBR,蘭卡斯特大學,LANCASTER UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,學士班(日間),PRT,天主教大學,UNIVERSIDADE CATOLICA PORTUGUESA,1,0,1
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,2,2,0
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),JPN,同志社大學,DOSHISHA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),BEL,法語魯汶大學,LOUVAIN SCHOOL OF MANAGEMENT,1,1,0
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),CAN,西蒙菲沙大學,SIMON FRASER UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),AUT,茵斯布魯克大學,UNIVERSITY OF INNSBRUCK,1,0,1
101,1,公立,一般大學,國立政治大學,財務管理學系,學士班(日間),SGP,新加坡國立大學,NATIONAL UNIVERSITY OF SINGAPORE,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),HUN,科維努思大學,THE CORVINUS UNIVERSITY OF BUDAPEST,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),FRA,巴黎政治大學,SCIENCES PO PARIS,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),FIN,阿爾托大學,AALTO UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),NLD,馬茲垂克大學,MAASTRICHT UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,金融學系,碩士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,學士班(日間),FRA,格勒諾貝爾管理學院,GRENOBLE ECOLE DE MANAGEMENT,1,0,1
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,碩士班(日間),FRA,漢斯高等商業管理學院,REIMS MANAGEMENT SCHOOL,1,0,1
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,碩士班(日間),CZE,布拉格經濟大學,UNIVERSITY OF ECONOMICS PRAGUE,1,0,1
101,1,公立,一般大學,國立政治大學,風險管理與保險學系,碩士班(日間),DEU,曼漢姆大學,UNIVERSITY OF MANNHEIM,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),CHN,上海交通大學,SHANGHAI JIAO TONG UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),CHN,武漢大學,WUHAN UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),CHN,南開大學,NANKAI UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,學士班(日間),THA,朱拉隆功大學,CHULALONGKORN UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,碩士班(日間),CHN,中國人民大學,RENMIN UNIVERSITY OF CHINA,3,1,2
101,1,公立,一般大學,國立政治大學,財政學系,碩士班(日間),USA,史丹福大學,STANFORD UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,財政學系,碩士班(日間),DEU,慕尼黑大學,LUDWIG-MAXIMILIANS-UNIVERSITAT MUNCHEN,1,0,1
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),KOR,韓國高等科技學院,KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY,1,0,1
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),DNK,哥本哈根管理學院,COPENHAGEN BUSINESS SCHOOL,1,1,0
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),JPN,名古屋商科大學,NAGOYA UNIVERSITY OF COMMERCE AND BUSINESS,1,1,0
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),JPN,早稻田大學,WASEDA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,科技管理研究所,碩士班(日間),FIN,阿爾托大學,AALTO UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,商管專業學院碩士學位學程,碩士班(日間),TRU,畢爾坎特大學,BILKENT UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,商管專業學院碩士學位學程,碩士班(日間),ITA,博科尼大學,BOCCONI UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),CHN,浙江大學,ZHEJIANG UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),JPN,神戶大學,KOBE UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),FRA,昂傑高等商學院,ECOLE SUPERIEURE DES SCIENCES COMMERCIALE D' ANGERS,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),USA,史丹福大學,STANFORD UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),USA,康乃狄克大學,UNIVERSITY OF CONNECTICUT,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,學士班(日間),SGP,新加坡管理大學,SINGAPORE MANAGEMENT UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),JPN,大阪大學,OSAKA UNIVERSITY,2,2,0
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),JPN,名古屋大學,NAGOYA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),JPN,金澤大學,KANAZAWA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),JPN,神戶大學,KOBE UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,法律學系,碩士班(日間),JPN,北海道大學,HOKKAIDO UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,法律科際整合研究所,碩士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,統計學系,學士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,1,0
101,1,公立,一般大學,國立政治大學,統計學系,學士班(日間),CHE,聖加倫大學,UNIVERSITY OF ST. GALLEN,1,1,0
101,1,公立,一般大學,國立政治大學,統計學系,學士班(日間),DEU,哥廷根大學,UNIVERSITY OF GOTTINGEN,1,1,0
101,1,公立,一般大學,國立政治大學,資訊管理學系,學士班(日間),CHN,上海交通大學,SHANGHAI JIAO TONG UNIVERSITY,1,0,1
101,1,公立,一般大學,國立政治大學,資訊管理學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,2,0,2
101,1,公立,一般大學,國立政治大學,資訊管理學系,學士班(日間),USA,史丹福大學,STANFORD UNIVERSITY,1,0,1
101,1,公立,一般大學,國立清華大學,中國文學系,學士班(日間),JPN,日本,JAPAN,1,0,1
101,1,公立,一般大學,國立清華大學,外國語文學系,學士班(日間),KOR,大韓民國(南韓),REPUBLIC OF KOREA,1,1,0
101,1,公立,一般大學,國立清華大學,外國語文學系,學士班(日間),FRA,法國,FRANCE,1,0,1
101,1,公立,一般大學,國立清華大學,外國語文學系,學士班(日間),NLD,荷蘭王國,NETHERLANDS,1,0,1
101,1,公立,一般大學,國立清華大學,外國語文學系,學士班(日間),CHE,瑞士,SWITZERLAND,1,0,1
101,1,公立,一般大學,國立清華大學,外國語文學系,學士班(日間),DEU,德意志聯邦共和國,GERMANY,1,0,1
101,1,公立,一般大學,國立清華大學,歷史研究所,碩士班(日間),JPN,日本,JAPAN,1,1,0
101,1,公立,一般大學,國立清華大學,經濟學系,學士班(日間),JPN,日本,JAPAN,1,0,1
101,1,公立,一般大學,國立清華大學,經濟學系,學士班(日間),DEU,德意志聯邦共和國,GERMANY,2,0,2
101,1,公立,一般大學,國立清華大學,社會學研究所,碩士班(日間),FRA,法國,FRANCE,1,0,1
101,1,公立,一般大學,國立清華大學,學習科學研究所,碩士班(日間),JPN,日本,JAPAN,1,1,0
101,1,公立,一般大學,國立清華大學,學習科學研究所,碩士班(日間),NOR,挪威王國,NORWAY,1,0,1
101,1,公立,一般大學,國立清華大學,計量財務金融學系,學士班(日間),JPN,日本,JAPAN,1,0,1
101,1,公立,一般大學,國立清華大學,科技管理學院學士班,學士班(日間),FRA,法國,FRANCE,1,0,1
101,1,公立,一般大學,國立清華大學,科技管理研究所,碩士班(日間),DEU,德意志聯邦共和國,GERMANY,3,0,3
101,1,公立,一般大學,國立清華大學,服務科學研究所,碩士班(日間),FRA,法國,FRANCE,1,0,1
101,1,公立,一般大學,國立清華大學,服務科學研究所,碩士班(日間),NOR,挪威王國,NORWAY,1,1,0
101,1,公立,一般大學,國立清華大學,服務科學研究所,碩士班(日間),AUS,澳大利亞,AUSTRALIA,1,0,1
101,1,公立,一般大學,國立清華大學,科技管理研究所,博士班,USA,美國,UNITED STATES OF AMERICA,2,0,2
101,1,公立,一般大學,國立清華大學,科技管理研究所,博士班,DEU,德意志聯邦共和國,GERMANY,1,1,0
101,1,公立,一般大學,國立清華大學,科技法律研究所,碩士班(日間),JPN,日本,JAPAN,1,1,0
101,1,公立,一般大學,國立清華大學,科技法律研究所,碩士班(日間),FRA,法國,FRANCE,1,0,1
101,1,公立,一般大學,國立清華大學,生命科學系,學士班(日間),NOR,挪威王國,NORWAY,1,1,0
101,1,公立,一般大學,國立清華大學,生命科學系,學士班(日間),AUS,澳大利亞,AUSTRALIA,1,1,0
